,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,total
419,female,group B,bachelor's degree,free/reduced,none,married,regularly,yes,1,school_bus,> 10,51,60,60,171
420,male,group B,high school,standard,completed,married,never,yes,4,private,< 5,71,72,67,210
421,male,group C,bachelor's degree,standard,none,widowed,sometimes,no,3,school_bus,05-Oct,91,85,85,261
422,male,group C,bachelor's degree,free/reduced,none,single,regularly,no,,school_bus,05-Oct,71,66,61,198
423,female,group B,some college,standard,completed,divorced,regularly,yes,3,school_bus,< 5,83,85,93,261
424,female,group B,master's degree,standard,none,single,regularly,yes,3,private,< 5,66,70,71,207
425,male,group E,high school,standard,none,divorced,regularly,no,5,school_bus,05-Oct,92,86,88,266
427,female,group D,high school,standard,completed,single,sometimes,yes,0,school_bus,05-Oct,91,95,100,286
428,female,group C,some high school,standard,none,married,sometimes,yes,0,school_bus,05-Oct,78,85,78,241
429,female,group B,,free/reduced,completed,married,sometimes,yes,5,school_bus,05-Oct,73,77,79,229
431,female,group B,some high school,standard,none,divorced,regularly,no,1,school_bus,< 5,65,69,71,205
432,female,group C,bachelor's degree,free/reduced,none,single,never,yes,0,school_bus,< 5,50,66,60,176
433,female,group C,some high school,standard,none,married,regularly,no,1,school_bus,05-Oct,82,93,93,268
434,female,group E,some high school,standard,completed,married,sometimes,no,1,private,< 5,75,82,83,240
435,female,group C,some high school,free/reduced,none,single,sometimes,yes,0,private,05-Oct,47,57,51,155
436,female,group A,some college,standard,none,married,sometimes,yes,1,school_bus,05-Oct,52,62,67,181
437,female,group B,high school,standard,completed,,regularly,yes,1,school_bus,05-Oct,63,72,72,207
438,female,group D,bachelor's degree,free/reduced,none,divorced,regularly,yes,4,private,05-Oct,72,78,72,222
439,female,group B,some high school,free/reduced,none,married,never,yes,4,school_bus,> 10,64,68,69,201
440,male,group B,some high school,free/reduced,none,married,sometimes,no,3,,05-Oct,65,67,54,186
441,male,group C,master's degree,standard,completed,widowed,sometimes,yes,1,private,05-Oct,83,84,84,251
442,male,group C,some college,standard,none,,sometimes,yes,5,school_bus,< 5,86,70,70,226
443,female,group B,high school,standard,none,married,sometimes,yes,2,private,05-Oct,61,76,79,216
444,male,group A,some college,standard,completed,married,never,no,1,private,< 5,66,65,65,196
445,female,group D,some college,free/reduced,none,,sometimes,yes,1,school_bus,05-Oct,43,52,52,147
446,female,group C,some college,standard,none,divorced,never,yes,3,school_bus,05-Oct,57,61,62,180
447,male,group C,bachelor's degree,free/reduced,none,single,sometimes,no,2,private,05-Oct,78,60,64,202
448,female,group D,some college,standard,none,widowed,regularly,yes,1,private,05-Oct,83,85,80,248
449,female,group E,some college,standard,none,married,sometimes,no,4,school_bus,> 10,82,75,76,233
450,female,group D,some college,free/reduced,completed,divorced,regularly,yes,4,private,< 5,36,65,66,167
451,female,group D,some high school,free/reduced,none,married,sometimes,yes,4,school_bus,05-Oct,53,69,65,187
453,male,group D,some college,free/reduced,completed,married,regularly,no,3,school_bus,05-Oct,57,60,58,175
454,male,group D,high school,standard,completed,divorced,regularly,yes,2,school_bus,05-Oct,86,88,89,263
455,female,group B,high school,standard,none,married,sometimes,yes,1,school_bus,05-Oct,73,74,72,219
456,female,group B,some college,free/reduced,none,married,sometimes,yes,1,school_bus,> 10,57,71,69,197
458,female,group D,some college,standard,none,divorced,sometimes,yes,1,private,05-Oct,66,72,77,215
459,male,group C,some college,free/reduced,completed,divorced,sometimes,no,1,school_bus,> 10,70,69,65,204
460,male,group E,some college,standard,,,regularly,yes,4,private,< 5,57,46,48,151
461,male,group A,high school,standard,none,married,sometimes,yes,1,,05-Oct,83,75,74,232
462,female,group D,high school,standard,none,married,sometimes,yes,6,school_bus,05-Oct,74,76,84,234
463,male,group C,bachelor's degree,standard,completed,single,never,no,3,school_bus,05-Oct,81,74,72,227
464,male,group B,,standard,completed,married,sometimes,no,5,school_bus,05-Oct,68,69,65,202
465,female,group B,high school,standard,none,married,sometimes,yes,2,school_bus,< 5,64,70,65,199
466,female,group D,high school,standard,none,married,never,no,4,school_bus,< 5,41,51,56,148
467,male,group D,associate's degree,free/reduced,completed,married,regularly,yes,5,school_bus,05-Oct,76,74,75,225
468,male,group A,bachelor's degree,free/reduced,none,married,never,no,2,private,05-Oct,60,55,58,173
469,female,group C,,standard,completed,single,regularly,yes,1,school_bus,< 5,47,63,54,164
470,female,group A,associate's degree,standard,completed,single,regularly,no,1,private,,67,75,73,215
471,female,group C,some high school,standard,none,married,sometimes,yes,1,private,< 5,57,59,56,172
472,male,group B,associate's degree,standard,,married,regularly,yes,0,private,> 10,60,57,60,177
473,female,group E,some high school,standard,none,married,sometimes,yes,1,private,< 5,86,88,90,264
474,female,group D,high school,standard,completed,married,sometimes,no,2,school_bus,> 10,71,68,70,209
475,female,,some college,standard,completed,single,sometimes,yes,3,private,> 10,75,93,91,259
476,male,group B,bachelor's degree,standard,completed,single,sometimes,yes,2,private,> 10,71,74,81,226
477,male,group B,associate's degree,free/reduced,completed,married,never,yes,1,private,05-Oct,74,70,71,215
478,female,group A,some college,standard,,divorced,sometimes,yes,2,private,05-Oct,63,72,78,213
480,female,group C,master's degree,standard,completed,divorced,sometimes,yes,5,school_bus,05-Oct,60,76,78,214
481,male,group C,high school,free/reduced,completed,,,yes,1,school_bus,05-Oct,62,70,68,200
482,female,,bachelor's degree,standard,none,single,sometimes,yes,6,school_bus,05-Oct,56,59,61,176
483,male,group D,some high school,standard,none,married,regularly,yes,4,private,05-Oct,93,93,83,269
484,female,group D,associate's degree,free/reduced,none,single,,no,2,,,87,94,95,276
485,male,group E,some high school,standard,none,single,never,yes,1,school_bus,> 10,72,62,61,195
486,female,group D,high school,standard,none,married,regularly,yes,1,private,> 10,68,78,76,222
487,female,group E,high school,standard,completed,married,regularly,yes,,private,05-Oct,93,91,95,279
488,female,group B,some college,standard,completed,married,regularly,,0,school_bus,05-Oct,55,70,68,193
489,female,group C,high school,free/reduced,,married,regularly,no,,private,05-Oct,85,93,93,271
490,female,group B,some high school,standard,none,divorced,regularly,yes,3,private,05-Oct,71,79,80,230
491,male,group D,associate's degree,standard,none,married,sometimes,yes,3,school_bus,05-Oct,57,57,52,166
492,male,group C,some high school,standard,none,divorced,never,yes,1,private,05-Oct,45,47,35,127
493,female,group C,some college,free/reduced,none,married,regularly,yes,2,school_bus,05-Oct,73,73,78,224
494,male,group D,high school,standard,none,,sometimes,yes,0,private,< 5,73,74,64,211
495,male,group E,high school,standard,none,divorced,sometimes,no,5,school_bus,05-Oct,63,51,45,159
496,male,,some college,standard,completed,divorced,sometimes,yes,1,school_bus,05-Oct,96,100,100,296
497,female,group D,associate's degree,standard,none,married,sometimes,yes,,school_bus,05-Oct,93,97,100,290
498,male,group C,high school,standard,none,single,regularly,yes,,private,05-Oct,85,75,73,233
499,male,group B,some college,standard,completed,married,sometimes,no,4,private,< 5,83,79,83,245
500,female,group B,,free/reduced,none,married,regularly,yes,0,private,05-Oct,52,60,53,165
501,female,group C,bachelor's degree,free/reduced,none,married,regularly,yes,3,,05-Oct,57,77,69,203
502,female,group D,associate's degree,standard,completed,married,sometimes,yes,2,school_bus,> 10,76,92,99,267
503,male,group C,associate's degree,standard,,married,regularly,yes,0,school_bus,> 10,74,61,60,195
504,male,group C,high school,free/reduced,none,divorced,sometimes,yes,0,private,05-Oct,59,62,64,185
505,male,group B,master's degree,standard,completed,single,regularly,yes,3,school_bus,< 5,87,88,90,265
506,male,,high school,free/reduced,none,married,sometimes,no,3,school_bus,> 10,60,57,52,169
507,female,group B,master's degree,standard,none,single,never,yes,1,private,05-Oct,69,81,79,229
508,male,group E,high school,standard,none,married,regularly,no,1,school_bus,05-Oct,85,79,75,239
509,male,group C,associate's degree,free/reduced,none,married,regularly,yes,,private,> 10,75,73,65,213
510,female,group C,associate's degree,standard,,married,sometimes,yes,5,school_bus,05-Oct,59,62,59,180
511,female,group C,associate's degree,free/reduced,none,married,sometimes,no,3,school_bus,< 5,49,56,53,158
512,male,group E,associate's degree,standard,none,single,regularly,yes,,private,05-Oct,86,72,71,229
513,male,group B,bachelor's degree,standard,completed,divorced,sometimes,yes,2,,< 5,82,75,73,230
514,male,group C,some college,free/reduced,none,married,sometimes,no,1,private,05-Oct,55,50,48,153
516,male,group D,some college,standard,none,married,regularly,no,3,,> 10,91,92,84,267
518,female,group C,some college,free/reduced,completed,single,never,no,1,private,05-Oct,57,65,68,190
519,female,,associate's degree,standard,completed,divorced,sometimes,yes,0,,05-Oct,82,90,90,262
520,female,group C,bachelor's degree,standard,none,single,regularly,yes,3,school_bus,05-Oct,76,90,86,252
521,male,group C,some high school,standard,none,married,regularly,yes,2,private,05-Oct,89,77,76,242
522,male,group C,,standard,none,married,regularly,no,5,,< 5,71,60,59,190
523,female,group C,some high school,standard,none,married,sometimes,yes,1,private,< 5,79,76,71,226
524,female,group D,associate's degree,standard,none,married,sometimes,yes,1,,05-Oct,50,61,59,170
526,female,group B,some high school,free/reduced,completed,single,regularly,yes,1,private,05-Oct,26,37,39,102
527,female,group D,some college,standard,completed,married,sometimes,yes,0,private,> 10,84,94,94,272
528,male,group C,some college,standard,completed,married,sometimes,yes,2,school_bus,05-Oct,54,59,62,175
529,female,group B,some college,standard,none,,regularly,yes,4,school_bus,< 5,84,96,93,273
530,male,,associate's degree,free/reduced,none,married,sometimes,no,,,< 5,44,46,48,138
531,male,group C,associate's degree,free/reduced,none,single,regularly,yes,,school_bus,05-Oct,78,85,79,242
532,female,group C,,standard,none,divorced,regularly,yes,3,,05-Oct,65,78,74,217
533,female,group D,some high school,free/reduced,none,married,sometimes,yes,2,school_bus,> 10,43,60,57,160
534,female,group D,some college,standard,none,single,sometimes,yes,1,private,05-Oct,48,61,60,169
535,female,group E,some high school,standard,none,single,,no,,private,05-Oct,75,74,71,220
536,male,group C,associate's degree,standard,none,,never,yes,5,private,05-Oct,89,90,86,265
537,male,group C,bachelor's degree,standard,none,single,sometimes,yes,4,private,> 10,83,81,77,241
538,female,group C,high school,free/reduced,completed,married,regularly,yes,1,school_bus,05-Oct,65,80,85,230
539,male,group C,some college,standard,none,married,sometimes,yes,2,school_bus,05-Oct,82,81,77,240
540,female,group E,bachelor's degree,standard,none,married,regularly,no,1,,05-Oct,100,100,98,298
541,female,group A,high school,standard,completed,married,never,yes,0,private,> 10,64,73,75,212
542,male,group D,some college,standard,completed,married,,yes,3,,05-Oct,82,74,76,232
543,male,group E,some college,standard,none,single,regularly,no,,school_bus,> 10,66,53,52,171
544,male,group C,some college,free/reduced,none,divorced,regularly,yes,1,private,> 10,19,31,27,77
545,male,group B,some high school,standard,completed,single,sometimes,no,4,private,< 5,80,78,68,226
546,female,group E,some college,free/reduced,none,married,regularly,yes,3,private,05-Oct,67,74,70,211
547,female,group B,high school,standard,none,married,regularly,yes,5,school_bus,05-Oct,50,55,52,157
548,male,group C,,standard,none,married,sometimes,no,1,school_bus,05-Oct,62,56,48,166
549,male,group C,some high school,standard,none,single,sometimes,yes,2,private,< 5,70,65,63,198
550,female,group B,high school,free/reduced,completed,married,sometimes,yes,1,school_bus,05-Oct,54,59,63,176
551,male,group A,high school,standard,none,single,never,yes,0,,05-Oct,57,53,44,154
552,male,group C,some college,standard,completed,divorced,never,yes,0,,< 5,45,48,52,145
553,female,,bachelor's degree,free/reduced,none,married,sometimes,no,1,private,05-Oct,46,63,61,170
554,female,group E,some high school,standard,none,divorced,regularly,no,1,school_bus,05-Oct,63,64,56,183
555,male,group B,some high school,standard,none,married,sometimes,no,2,school_bus,< 5,50,53,45,148
556,male,group E,master's degree,standard,none,married,regularly,yes,3,private,< 5,99,87,96,282
557,female,group C,associate's degree,free/reduced,none,divorced,regularly,yes,1,school_bus,> 10,73,85,86,244
558,male,group C,high school,standard,none,divorced,regularly,no,1,,05-Oct,70,56,47,173
559,male,group A,associate's degree,free/reduced,none,divorced,regularly,yes,1,private,05-Oct,72,66,58,196
560,female,group D,master's degree,standard,none,divorced,sometimes,yes,,school_bus,05-Oct,51,43,47,141
561,male,group B,high school,standard,completed,married,never,no,3,school_bus,< 5,69,65,63,197
562,male,group A,associate's degree,standard,none,married,sometimes,yes,3,school_bus,05-Oct,77,74,70,221
563,male,group E,some high school,standard,completed,married,sometimes,no,2,school_bus,< 5,95,90,91,276
564,male,group D,associate's degree,free/reduced,none,,regularly,yes,1,school_bus,05-Oct,72,66,70,208
565,female,group C,,standard,completed,married,sometimes,no,2,private,05-Oct,78,83,82,243
566,male,group D,master's degree,standard,completed,divorced,sometimes,no,2,private,05-Oct,91,87,90,268
567,male,,high school,standard,none,married,regularly,no,4,school_bus,05-Oct,100,93,87,280
568,female,group A,high school,standard,none,married,sometimes,yes,4,school_bus,05-Oct,63,65,62,190
569,male,group B,some high school,standard,completed,divorced,never,yes,1,school_bus,< 5,57,54,54,165
570,male,group A,some high school,standard,completed,single,regularly,no,4,school_bus,05-Oct,80,92,91,263
571,female,group D,some college,standard,none,married,sometimes,no,3,school_bus,< 5,64,67,72,203
572,female,group D,some college,standard,,married,never,yes,3,private,05-Oct,62,74,75,211
