,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore,total
603,female,group D,some high school,free/reduced,none,50,52,53,155
604,male,group C,some high school,free/reduced,completed,65,70,66,201
605,male,group C,some college,standard,completed,75,71,66,212
606,female,group E,bachelor's degree,standard,none,81,87,88,256
607,male,group B,associate's degree,standard,none,64,62,55,181
608,male,group A,high school,standard,none,62,59,55,176
609,female,group C,associate's degree,standard,none,39,37,42,118
610,male,group C,bachelor's degree,free/reduced,completed,91,96,92,279
611,male,group C,some high school,standard,none,50,51,46,147
612,male,group D,master's degree,standard,completed,98,100,100,298
613,male,group B,some college,standard,none,55,67,59,181
614,female,group B,high school,standard,none,40,46,49,135
615,male,group B,bachelor's degree,free/reduced,completed,68,69,67,204
616,male,group C,some college,free/reduced,completed,58,62,67,187
617,female,group B,some college,standard,completed,83,93,98,274
618,female,group D,some college,standard,none,73,79,81,233
619,female,group D,bachelor's degree,standard,none,90,94,99,283
620,male,group E,some college,standard,none,91,78,75,244
621,female,group C,high school,standard,completed,76,89,92,257
622,male,group D,some college,standard,completed,100,100,97,297
623,female,group D,some high school,standard,none,71,81,75,227
624,female,group C,high school,free/reduced,none,58,81,82,221
625,female,group C,associate's degree,standard,none,62,67,60,189
626,male,group C,some college,free/reduced,none,51,47,46,144
627,female,group A,bachelor's degree,standard,none,59,50,57,166
628,female,group D,bachelor's degree,standard,none,65,68,66,199
629,female,group C,some college,free/reduced,completed,41,65,60,166
630,female,group D,some high school,standard,completed,83,92,87,262
631,female,group C,high school,standard,completed,64,86,87,237
632,male,group E,associate's degree,free/reduced,none,65,57,58,180
633,male,group B,high school,standard,completed,55,45,43,143
634,female,group D,high school,standard,none,72,91,87,250
635,female,group D,some high school,free/reduced,completed,65,75,81,221
636,female,group D,some high school,standard,none,89,92,88,269
637,male,group E,high school,standard,none,97,81,80,258
638,female,group C,some high school,free/reduced,none,53,77,73,203
639,female,group D,bachelor's degree,free/reduced,none,57,64,63,184
641,female,group E,some college,standard,completed,60,68,73,201
642,male,group D,some college,standard,completed,96,88,84,268
643,female,group D,high school,standard,none,54,70,71,195
644,female,group A,bachelor's degree,standard,none,62,67,69,198
645,female,group B,associate's degree,free/reduced,completed,67,73,74,214
646,female,group E,some college,free/reduced,completed,42,50,55,147
647,female,group E,high school,standard,completed,75,65,68,208
648,male,group B,high school,standard,completed,74,64,62,200
649,male,group D,some college,standard,completed,68,71,72,211
650,female,group B,some college,free/reduced,completed,55,73,76,204
651,male,group B,some high school,free/reduced,none,41,46,39,126
652,female,group D,high school,standard,none,85,83,83,251
653,male,group D,bachelor's degree,standard,none,72,58,67,197
654,male,group C,some high school,standard,none,62,58,54,174
655,male,group C,associate's degree,free/reduced,none,45,54,48,147
656,male,group A,some college,standard,none,78,71,69,218
657,male,group E,bachelor's degree,free/reduced,none,87,84,83,254
658,female,group C,high school,standard,none,60,72,67,199
659,male,group A,some college,standard,none,70,64,65,199
660,male,group E,associate's degree,free/reduced,completed,70,60,59,189
661,male,group B,bachelor's degree,standard,none,98,86,78,262
662,male,group B,associate's degree,standard,completed,65,64,65,194
663,female,group C,associate's degree,standard,none,92,94,94,280
664,male,group A,high school,free/reduced,none,49,59,53,161
665,male,group E,associate's degree,free/reduced,none,78,65,66,209
666,female,group D,some high school,free/reduced,none,30,35,34,99
667,male,group D,high school,standard,completed,72,75,76,223
668,male,group C,some college,standard,completed,58,68,63,189
669,male,group C,associate's degree,standard,completed,57,58,60,175
670,female,group D,master's degree,standard,completed,94,100,100,294
671,female,group C,some college,standard,none,73,83,87,243
672,male,group A,high school,standard,none,65,70,64,199
673,male,group B,some high school,standard,none,65,53,53,171
674,male,group D,associate's degree,standard,none,66,62,56,184
675,female,group B,master's degree,free/reduced,completed,65,75,78,218
676,male,group B,bachelor's degree,standard,completed,91,86,96,273
677,male,group D,some college,standard,completed,77,75,80,232
678,female,group D,some high school,standard,none,42,63,56,161
679,female,group C,some college,free/reduced,completed,58,61,62,181
680,female,group B,associate's degree,standard,none,52,70,68,190
681,male,group B,associate's degree,standard,none,85,78,80,243
682,male,group E,some high school,free/reduced,none,73,69,63,205
683,female,group D,high school,free/reduced,none,61,65,67,193
684,male,group B,high school,standard,completed,59,45,53,157
685,female,group D,some high school,standard,completed,92,93,95,280
686,male,group A,associate's degree,standard,none,75,75,71,221
687,male,group E,master's degree,standard,none,93,75,77,245
688,female,group D,some high school,standard,completed,68,80,84,232
689,male,group D,high school,free/reduced,none,57,52,56,165
690,male,group C,bachelor's degree,standard,none,59,60,55,174
691,female,group D,associate's degree,free/reduced,none,65,75,78,218
692,male,group E,some high school,standard,none,77,63,61,201
693,male,group E,bachelor's degree,standard,none,81,79,74,234
694,female,group C,some college,standard,none,51,54,52,157
695,female,group C,high school,free/reduced,none,69,84,79,232
696,male,group B,some high school,free/reduced,none,57,57,52,166
698,male,group B,associate's degree,free/reduced,none,54,48,43,145
699,female,group C,bachelor's degree,free/reduced,none,48,52,54,154
700,male,group C,high school,standard,none,69,76,73,218
701,male,group A,high school,standard,none,77,66,68,211
702,female,group C,some college,standard,none,70,78,81,229
703,male,group A,some college,standard,completed,66,68,70,204
704,male,group C,associate's degree,standard,none,84,71,77,232
705,male,group C,some college,free/reduced,none,80,87,70,237
706,male,group B,bachelor's degree,free/reduced,completed,59,69,70,198
707,female,group C,associate's degree,standard,none,42,54,54,150
708,male,group B,associate's degree,standard,none,68,75,66,209
709,male,group C,some high school,standard,none,62,56,56,174
710,male,group B,bachelor's degree,standard,completed,85,80,83,248
711,female,group E,some college,free/reduced,none,70,78,80,228
712,male,group E,high school,free/reduced,none,69,65,60,194
713,female,group B,master's degree,free/reduced,none,77,93,87,257
714,male,group D,bachelor's degree,free/reduced,none,61,63,60,184
715,male,group D,associate's degree,standard,none,73,78,74,225
716,male,group C,associate's degree,standard,none,68,63,65,196
717,male,group B,some high school,standard,none,91,83,79,253
718,female,group B,some college,standard,completed,74,76,82,232
719,male,group D,high school,standard,completed,63,61,58,182
720,male,group C,high school,free/reduced,completed,72,79,81,232
721,male,group C,some high school,free/reduced,none,53,49,47,149
722,female,group E,bachelor's degree,standard,none,66,63,64,193
723,female,group D,associate's degree,free/reduced,none,38,50,48,136
724,female,group D,some college,standard,completed,52,70,76,198
725,female,group E,master's degree,standard,none,75,75,77,227
726,male,group C,some high school,free/reduced,completed,54,58,54,166
727,male,group E,high school,standard,completed,97,84,92,273
728,female,group C,master's degree,standard,none,71,76,79,226
729,male,group C,high school,free/reduced,none,63,59,59,181
730,female,group D,some college,free/reduced,completed,68,76,82,226
731,male,group A,some college,free/reduced,none,55,60,54,169
732,male,group B,some college,standard,none,70,54,57,181
733,male,group C,some college,standard,completed,68,62,63,193
734,male,group C,some high school,standard,completed,86,80,76,242
735,male,group B,some college,standard,none,58,61,59,178
736,male,group B,bachelor's degree,standard,none,59,66,57,182
737,male,group C,associate's degree,standard,none,89,77,80,246
738,male,group C,bachelor's degree,standard,completed,94,94,98,286
739,male,group E,associate's degree,standard,completed,81,67,70,218
741,female,group C,associate's degree,free/reduced,none,47,62,57,166
742,female,group C,high school,standard,completed,71,80,82,233
743,female,group E,associate's degree,standard,none,82,86,95,263
744,female,group C,bachelor's degree,free/reduced,none,58,70,69,197
745,female,group B,some high school,standard,none,61,64,67,192
746,male,group D,associate's degree,free/reduced,completed,63,57,61,181
747,female,group D,associate's degree,free/reduced,none,30,44,45,119
748,female,group C,associate's degree,free/reduced,completed,71,92,91,254
749,male,group B,some high school,free/reduced,none,55,61,51,167
750,male,group B,some college,free/reduced,completed,64,74,75,213
751,female,group C,some college,standard,completed,78,80,90,248
752,female,group D,high school,standard,completed,84,92,90,266
753,male,group D,some high school,free/reduced,none,58,62,63,183
754,female,group C,high school,standard,completed,91,100,96,287
755,female,group C,bachelor's degree,standard,none,64,72,70,206
756,male,group C,master's degree,free/reduced,none,50,48,43,141
757,male,group D,some college,standard,none,50,38,42,130
758,female,group C,high school,standard,none,83,85,89,257
759,male,group C,bachelor's degree,standard,none,87,79,81,247
761,female,group B,some high school,standard,completed,60,61,69,190
762,female,group C,some college,standard,none,47,65,60,172
763,male,group C,associate's degree,standard,none,59,64,61,184
764,male,group B,associate's degree,standard,none,73,69,61,203
765,female,group C,associate's degree,free/reduced,none,31,42,44,117
766,female,group C,high school,standard,completed,80,81,79,240
767,female,group D,associate's degree,standard,none,74,81,82,237
768,female,group B,master's degree,free/reduced,completed,57,77,84,218
769,male,group D,some college,standard,completed,98,91,92,281
770,male,group B,some college,standard,none,52,49,46,147
771,male,group B,some college,free/reduced,none,62,46,49,157
772,female,group D,high school,standard,completed,66,74,82,222
773,male,group B,master's degree,standard,completed,73,68,67,208
774,female,group C,some college,standard,completed,57,69,76,202
775,female,group C,high school,standard,completed,76,92,95,263
776,male,group C,some college,standard,none,59,49,50,158
